details_url,authority,bis_number,object,address,construction_type,phase,id
https://bis.gov.lv/bisp/lv/planned_constructions/898731,Siguldas novada būvvalde,BIS-BL-898731-20986,Palīgēka,"""Kalnairītes"", Siguldas pag., Siguldas nov., LV-2151",Jauna būvniecība,Iecere,bis:BIS-BL-898731-20986
https://bis.gov.lv/bisp/lv/planned_constructions/898654,Ķekavas novada pašvaldības būvvalde,BIS-BL-898654-15859,Dzīvojamā māja,"""Mazpūkas"", Plakanciems, Ķekavas pag., Ķekavas nov., LV-2113",Jauna būvniecība,Iecere,bis:BIS-BL-898654-15859
https://bis.gov.lv/bisp/lv/planned_constructions/898606,RĪGAS VALSTSPILSĒTAS PAŠVALDĪBAS PILSĒTAS ATTĪSTĪBAS DEPARTAMENTS,BIS-BL-898606-119248,Noliktavas ēka,"Gāles iela 2, Rīga, LV-1015",Jauna būvniecība,Iecere,bis:BIS-BL-898606-119248
https://bis.gov.lv/bisp/lv/planned_constructions/898581,RĪGAS VALSTSPILSĒTAS PAŠVALDĪBAS PILSĒTAS ATTĪSTĪBAS DEPARTAMENTS,BIS-BL-898581-119233,Dzīvokļu ēka,"Lokomotīves iela 26, Rīga, LV-1057",Pārbūve,Iecere,bis:BIS-BL-898581-119233
https://bis.gov.lv/bisp/lv/planned_constructions/898578,Ogres novada pašvaldības centrālās administrācijas Ogres novada būvvalde,BIS-BL-898578-16779,Dzīvojamā māja,"""Dimanti"", Meņģeles pag., Ogres nov., LV-5047",Pārbūve,Iecere,bis:BIS-BL-898578-16779
https://bis.gov.lv/bisp/lv/planned_constructions/898531,Mārupes novada Būvvalde,BIS-BL-898531-13941,Divdzīvokļu dzīvojamās mājas jaunbūve,"Cīniju iela 2, Piņķi, Babītes pag., Mārupes nov., LV-2107",Jauna būvniecība,Iecere,bis:BIS-BL-898531-13941
https://bis.gov.lv/bisp/lv/planned_constructions/898445,"Salaspils novada pašvaldības iestāde ""Salaspils novada Būvvalde""",BIS-BL-898445-11268,Skola ar peldbaseinu,"Ceru iela 1, Salaspils, Salaspils nov., LV-2121",Vienkāršota atjaunošana,Iecere,bis:BIS-BL-898445-11268
https://bis.gov.lv/bisp/lv/planned_constructions/898434,Mārupes novada Būvvalde,BIS-BL-898434-13928,-,,Jauna būvniecība,Iecere,bis:BIS-BL-898434-13928
https://bis.gov.lv/bisp/lv/planned_constructions/898383,"Salaspils novada pašvaldības iestāde ""Salaspils novada Būvvalde""",BIS-BL-898383-11246,Dzīvokļu grupas pārbūve,"""Vizbuļi 3""-6, Salaspils pag., Salaspils nov., LV-2118",Vienkāršota pārbūve,Iecere,bis:BIS-BL-898383-11246
https://bis.gov.lv/bisp/lv/planned_constructions/898352,Siguldas novada būvvalde,BIS-BL-898352-20972,Dzīvojamā māja,"Televīzijas iela 7A, Sigulda, Siguldas nov., LV-2150",Jauna būvniecība,Iecere,bis:BIS-BL-898352-20972
https://bis.gov.lv/bisp/lv/planned_constructions/898338,RĪGAS VALSTSPILSĒTAS PAŠVALDĪBAS PILSĒTAS ATTĪSTĪBAS DEPARTAMENTS,BIS-BL-898338-119129,-,"Anniņmuižas bulvāris 40F-43, Rīga, LV-1069",Pārbūve,Iecere,bis:BIS-BL-898338-119129
https://bis.gov.lv/bisp/lv/planned_constructions/898308,Jūrmalas Būvvalde,BIS-BL-898308-23033,Pašapkalpošanās automazgātava,"Talsu šoseja 64, Jūrmala, LV-2016",Jauna būvniecība,Iecere,bis:BIS-BL-898308-23033
https://bis.gov.lv/bisp/lv/planned_constructions/898293,RĪGAS VALSTSPILSĒTAS PAŠVALDĪBAS PILSĒTAS ATTĪSTĪBAS DEPARTAMENTS,BIS-BL-898293-119324,Darbnīca,"Ķengaraga iela 6E, Rīga, LV-1063",Pārbūve,Iecere,bis:BIS-BL-898293-119324
https://bis.gov.lv/bisp/lv/planned_constructions/898259,RĪGAS VALSTSPILSĒTAS PAŠVALDĪBAS PILSĒTAS ATTĪSTĪBAS DEPARTAMENTS,BIS-BL-898259-119090,Terase,"Andrejostas iela 5, Rīga, LV-1045",Jauna būvniecība,Iecere,bis:BIS-BL-898259-119090
https://bis.gov.lv/bisp/lv/planned_constructions/898253,Jūrmalas Būvvalde,BIS-BL-898253-23010,-,"Stirnu iela 4, Jūrmala, LV-2010",Pārbūve,Iecere,bis:BIS-BL-898253-23010
https://bis.gov.lv/bisp/lv/planned_constructions/898241,Siguldas novada būvvalde,BIS-BL-898241-20985,Individuālās dzīvojamās ēkas jaunbūve,"Maldupes iela 3, Ragana, Krimuldas pag., Siguldas nov., LV-2144",Jauna būvniecība,Iecere,bis:BIS-BL-898241-20985
https://bis.gov.lv/bisp/lv/planned_constructions/898201,"Salaspils novada pašvaldības iestāde ""Salaspils novada Būvvalde""",BIS-BL-898201-11244,Palīgēka,"Saulītes iela 4, Jaunsaurieši, Salaspils pag., Salaspils nov., LV-2118",Jauna būvniecība,Projektēšanas nosacījumu izpilde,bis:BIS-BL-898201-11244
https://bis.gov.lv/bisp/lv/planned_constructions/898187,RĪGAS VALSTSPILSĒTAS PAŠVALDĪBAS PILSĒTAS ATTĪSTĪBAS DEPARTAMENTS,BIS-BL-898187-119188,-,"Vīlandes iela 9, Rīga, LV-1010",Vienkāršota pārbūve,Iecere,bis:BIS-BL-898187-119188
https://bis.gov.lv/bisp/lv/planned_constructions/898156,Ogres novada pašvaldības centrālās administrācijas Ogres novada būvvalde,BIS-BL-898156-16772,Lauku saimniecības palīgēka,"""Kranciemnieki"", Tīnūžu pag., Ogres nov., LV-5015",Jauna būvniecība,Iecere,bis:BIS-BL-898156-16772
https://bis.gov.lv/bisp/lv/planned_constructions/898091,Ādažu novada būvvalde,BIS-BL-898091-12390,Dzīvojamā maja,"Viršu iela 2, Gauja, Carnikavas pag., Ādažu nov., LV-2163",Jauna būvniecība,Iecere,bis:BIS-BL-898091-12390
https://bis.gov.lv/bisp/lv/planned_constructions/898032,Mārupes novada Būvvalde,BIS-BL-898032-13903,Palīgēka,"""Kvieši"", Salas pag., Mārupes nov., LV-2105",Jauna būvniecība,Iecere,bis:BIS-BL-898032-13903
https://bis.gov.lv/bisp/lv/planned_constructions/898015,Ķekavas novada pašvaldības būvvalde,BIS-BL-898015-15840,Saimniecības ēka,"""Mazrudiņi"", Daugmales pag., Ķekavas nov., LV-2124",Jauna būvniecība,Iecere,bis:BIS-BL-898015-15840
https://bis.gov.lv/bisp/lv/planned_constructions/897982,RĪGAS VALSTSPILSĒTAS PAŠVALDĪBAS PILSĒTAS ATTĪSTĪBAS DEPARTAMENTS,BIS-BL-897982-119133,Dzīvojamā māja,"Uguns iela 8A, Rīga, LV-1024",Jauna būvniecība,Iecere,bis:BIS-BL-897982-119133
https://bis.gov.lv/bisp/lv/planned_constructions/897980,RĪGAS VALSTSPILSĒTAS PAŠVALDĪBAS PILSĒTAS ATTĪSTĪBAS DEPARTAMENTS,BIS-BL-897980-119064,-,"Latgales iela 268 k-7-73, Rīga, LV-1063",Vienkāršota pārbūve,Būvdarbu uzsākšanas nosacījumu izpilde,bis:BIS-BL-897980-119064
https://bis.gov.lv/bisp/lv/planned_constructions/897979,"Salaspils novada pašvaldības iestāde ""Salaspils novada Būvvalde""",BIS-BL-897979-11263,Jauns pieslēgums,"""Getliņi 73A"", Salaspils pag., Salaspils nov., LV-2119",Jauna būvniecība,Būvdarbu uzsākšanas nosacījumu izpilde,bis:BIS-BL-897979-11263
https://bis.gov.lv/bisp/lv/planned_constructions/897967,RĪGAS VALSTSPILSĒTAS PAŠVALDĪBAS PILSĒTAS ATTĪSTĪBAS DEPARTAMENTS,BIS-BL-897967-119057,Dārza māja,"Dārziņu 20. līnija 8, Rīga, LV-1063",Jauna būvniecība,Iecere,bis:BIS-BL-897967-119057
https://bis.gov.lv/bisp/lv/planned_constructions/897956,Ādažu novada būvvalde,BIS-BL-897956-12386,Atkritumu konteineru novietne,"Rīgas iela 12, Carnikava, Carnikavas pag., Ādažu nov., LV-2163",Jauna būvniecība,Iecere,bis:BIS-BL-897956-12386
https://bis.gov.lv/bisp/lv/planned_constructions/897945,RĪGAS VALSTSPILSĒTAS PAŠVALDĪBAS PILSĒTAS ATTĪSTĪBAS DEPARTAMENTS,BIS-BL-897945-119056,-,"Latgales iela 268 k-6-40, Rīga, LV-1063",Vienkāršota pārbūve,Būvdarbu uzsākšanas nosacījumu izpilde,bis:BIS-BL-897945-119056
https://bis.gov.lv/bisp/lv/planned_constructions/897914,RĪGAS VALSTSPILSĒTAS PAŠVALDĪBAS PILSĒTAS ATTĪSTĪBAS DEPARTAMENTS,BIS-BL-897914-119050,Dzīvoklis,"Krišjāņa Valdemāra iela 67-18, Rīga, LV-1013",Vienkāršota atjaunošana,Iecere,bis:BIS-BL-897914-119050
https://bis.gov.lv/bisp/lv/planned_constructions/897817,Siguldas novada būvvalde,BIS-BL-897817-20964,Saimniecības ēka,,Jauna būvniecība,Būvdarbu uzsākšanas nosacījumu izpilde,bis:BIS-BL-897817-20964
https://bis.gov.lv/bisp/lv/planned_constructions/897805,RĪGAS VALSTSPILSĒTAS PAŠVALDĪBAS PILSĒTAS ATTĪSTĪBAS DEPARTAMENTS,BIS-BL-897805-119326,-,"Grēcinieku iela 1, Rīga, LV-1050",Vienkāršota atjaunošana,Iecere,bis:BIS-BL-897805-119326
https://bis.gov.lv/bisp/lv/planned_constructions/897734,RĪGAS VALSTSPILSĒTAS PAŠVALDĪBAS PILSĒTAS ATTĪSTĪBAS DEPARTAMENTS,BIS-BL-897734-119186,Auto stāvlaukums,"Brīvības gatve 301, Rīga, LV-1006",Atjaunošana,Iecere,bis:BIS-BL-897734-119186
https://bis.gov.lv/bisp/lv/planned_constructions/897722,Siguldas novada būvvalde,BIS-BL-897722-20990,Savrupmāja,"Svīres iela 17, Sigulda, Siguldas nov., LV-2150",Jauna būvniecība,Iecere,bis:BIS-BL-897722-20990
https://bis.gov.lv/bisp/lv/planned_constructions/897619,OLAINES NOVADA PAŠVALDĪBAS BŪVVALDE,BIS-BL-897619-15927,Saimniecības ēka - nojume,"Medemciema iela 63A, Medemciems, Olaines pag., Olaines nov., LV-2127",Jauna būvniecība,Iecere,bis:BIS-BL-897619-15927
https://bis.gov.lv/bisp/lv/planned_constructions/897568,RĪGAS VALSTSPILSĒTAS PAŠVALDĪBAS PILSĒTAS ATTĪSTĪBAS DEPARTAMENTS,BIS-BL-897568-119012,Dzīvojamā māja,"Umurgas iela 20, Rīga, LV-1024",Vienkāršota pārbūve,Būvdarbu uzsākšanas nosacījumu izpilde,bis:BIS-BL-897568-119012
https://bis.gov.lv/bisp/lv/planned_constructions/897557,Ķekavas novada pašvaldības būvvalde,BIS-BL-897557-15843,Dzīvojamā ēka “Eži”,"""Eži"", Baldones pag., Ķekavas nov., LV-2125",Jauna būvniecība,Iecere,bis:BIS-BL-897557-15843
https://bis.gov.lv/bisp/lv/planned_constructions/897556,Siguldas novada būvvalde,BIS-BL-897556-20966,-,"Pulkveža Brieža iela 113, Sigulda, Siguldas nov., LV-2150",Vienkāršota pārbūve,Būvdarbu uzsākšanas nosacījumu izpilde,bis:BIS-BL-897556-20966
https://bis.gov.lv/bisp/lv/planned_constructions/897495,RĪGAS VALSTSPILSĒTAS PAŠVALDĪBAS PILSĒTAS ATTĪSTĪBAS DEPARTAMENTS,BIS-BL-897495-119184,-,"Alauksta iela 21-80, Rīga, LV-1009",Vienkāršota atjaunošana,Iecere,bis:BIS-BL-897495-119184
https://bis.gov.lv/bisp/lv/planned_constructions/897443,RĪGAS VALSTSPILSĒTAS PAŠVALDĪBAS PILSĒTAS ATTĪSTĪBAS DEPARTAMENTS,BIS-BL-897443-118996,Dzīvoklis,"Strēlnieku iela 5, Rīga, LV-1010",Vienkāršota atjaunošana,Būvdarbu uzsākšanas nosacījumu izpilde,bis:BIS-BL-897443-118996
